locus_tag	MW0	MY0	MZ0	MW1	MY1	MZ1	MW2	MY2	MZ2	MW3	MX3	MY3	MZ3	MW4	MX4	MY4	MZ4	MW5	MX5	MY5	MW6	MX6	MY6	MZ6
 AURMO_00993:citrate synthase/2-methylcitrate synthase	2392	1722	2218	3047	1369	1580	1675	1917	3711	4570	1255	3021	968	3180	1934	2166	2899	4399	1573	3159	1683	1662	1814	3088
 AURMO_00994:methylisocitrate lyase	4581	2943	3734	5856	2390	2599	2850	2970	6368	7779	2076	4213	1476	4958	2933	3474	4517	7134	2472	5254	2512	2153	2930	4541
 AURMO_00995:2-methylcitrate dehydratase	11273	7909	10277	14248	6603	6877	7447	8932	17021	20213	5298	11797	4158	13697	7705	9282	13086	18029	6815	14026	7104	5916	7370	13307
 AURMO_00996:GntR family transcriptional regulator 	2359	2397	3593	3272	2114	2441	1767	2747	5644	4204	955	4202	1942	5712	1508	4595	2537	6188	1509	6153	2888	1469	3187	2262
 AURMO_00997:propionyl-CoA synthetase 	4909	3974	4530	6688	3370	3667	3781	4525	9379	7011	2230	5179	1938	9817	4197	5041	25321	10722	3489	6973	5268	2716	7652	32480
 AURMO_00998:uncharacterized membrane protein (DUF485 family)	1433	1296	1440	1843	1252	1199	1424	1979	3753	3302	1001	2723	1386	10016	1432	3763	20468	6486	1361	4602	4565	883	7821	23219
 AURMO_00999:cation/acetate symporter	9625	7416	9297	12824	7886	7224	8351	13772	22200	20847	5691	17425	8001	47353	9234	20857	112898	34421	7497	26294	21114	5729	33528	128557
 AURMO_01000:transposase InsO family protein	46	34	46	50	18	37	20	48	96	54	54	44	16	53	112	62	47	70	48	66	31	47	49	32
 AURMO_01001:hypothetical protein	8	4	8	7	7	7	5	4	12	10	1	6	3	9	15	7	9	5	12	11	6	6	3	10
 AURMO_01002:HAD superfamily hydrolase (TIGR01450 family)	1594	1472	1544	2023	908	1151	974	1374	2803	1921	878	1527	556	1334	1601	1223	859	1499	1539	1782	646	1456	1151	958
 AURMO_01003:hypothetical protein	4014	3586	4408	5716	2746	2857	2300	3617	7637	5459	2267	4300	1153	3436	4731	2950	2486	4509	3849	5013	1780	3770	2873	2793
 AURMO_01007:tyrosyl-tRNA synthetase 	3377	3035	3345	4644	2348	2598	2206	3299	7030	5044	3748	4416	1301	3680	4499	3544	4078	4890	3917	5375	1843	3090	3112	3850
 AURMO_01008:argininosuccinate lyase	2852	2758	2953	3890	1988	2339	2041	2920	5848	4473	3454	3592	1117	3147	3962	2949	3145	4134	3423	4339	1573	2745	2534	3125
 AURMO_01009:ornithine carbamoyltransferase	3854	3533	4008	4954	2900	3086	2793	4486	8167	6409	5026	5229	1741	4737	5664	4751	5390	5812	4604	6914	2222	3632	3956	5437
 AURMO_01010:N-acetylglutamate kinase 	1785	1652	2074	2390	1463	1399	1363	1960	4170	3260	2375	2716	731	2100	2926	2172	2670	2846	2192	3699	1036	2105	1904	2649
 AURMO_01011:glutamate N-acetyltransferase 	11706	10892	12125	15073	8137	8950	7588	13234	24360	18172	14107	15391	4533	13657	16471	13014	17968	17266	13902	19697	6936	10437	12439	15981
 AURMO_01012:N-acetyl-gamma-glutamyl-phosphate reductase 	5547	5045	5160	7430	3459	4037	3652	5578	10844	8118	5310	6612	1929	6903	7026	5996	6789	8034	6548	8341	3420	4712	5495	6462
 AURMO_01013:hypothetical protein	182	214	219	267	136	151	169	240	473	380	270	256	64	245	338	241	224	260	246	345	104	245	207	196
 AURMO_01014:phenylalanyl-tRNA synthetase beta subunit 	5104	4960	5467	7245	3656	4296	3793	5904	11766	8357	5035	7211	2127	5690	7172	5505	5632	6967	5944	8121	2604	4776	4495	4916
 AURMO_01015:phenylalanyl-tRNA synthetase alpha subunit 	3888	3658	4223	5451	2896	3025	2570	4093	8768	6233	3266	4871	1477	4128	5107	4077	4056	5299	4312	5924	2060	3411	3350	3771
 AURMO_01016:mRNA interferase MazF	176	213	241	341	155	174	164	235	459	489	230	373	66	321	371	280	448	454	195	513	154	259	302	419
 AURMO_01017:hypothetical protein	189	176	174	242	117	135	132	178	346	299	208	251	65	258	224	221	273	288	177	298	115	204	198	286
 AURMO_01018:TrmH family RNA methyltransferase	1514	1360	1464	1964	1014	1084	972	1467	2655	2075	1130	1441	405	1151	1763	1058	899	1668	1394	1803	630	1350	1032	1126
 AURMO_01019:LSU ribosomal protein L20P 	6866	7374	7290	9975	4710	5305	4361	8804	13058	10268	4659	7898	2310	5030	7324	4997	3548	7440	7322	9112	2850	6272	4796	4418
 AURMO_01020:large subunit ribosomal protein L35	1973	2081	2187	2737	1354	1425	1228	2151	3395	3183	1500	2244	658	1439	2282	1410	950	2143	2224	2566	774	1912	1320	1295
 AURMO_01021:translation initiation factor IF-3	2653	2359	2707	3651	1714	1863	1413	2059	4763	3368	2002	2662	625	1577	2872	1529	1142	2969	2347	3084	996	2168	1632	1268
 AURMO_01022:hypothetical protein	1592	1529	1533	2322	1139	1132	1083	1638	3201	2558	1553	1973	630	1710	2223	1565	1620	2311	1931	2408	868	1460	1406	1592
 AURMO_01023:TetR family transcriptional regulator 	214	168	166	264	133	113	131	169	347	240	230	189	28	205	397	166	160	253	202	209	83	275	145	141
 AURMO_01024:RND superfamily putative drug exporter	1489	969	1211	1624	911	759	769	1474	1967	1584	2040	1215	334	1112	2265	851	663	1400	1402	1457	530	1948	738	758
 AURMO_01025:YhgE/Pip-like protein	756	596	841	1222	619	457	389	903	1413	1191	1064	814	212	528	1541	529	538	1020	900	1190	307	1437	571	555
 AURMO_01026:type III secretion system (T3SS) SseB-like protein	827	808	905	1121	620	730	545	830	1880	1279	785	1130	356	1013	1289	1008	965	1230	841	1468	467	826	886	1006
 AURMO_01027:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase 	1368	1338	1437	1896	1043	1190	987	1542	3206	2361	1461	2115	650	1581	1889	1722	1501	1973	1407	2438	802	1303	1584	1573
 AURMO_01028:glutamine amidotransferase	1020	1051	1252	1653	773	881	701	1177	2680	1813	919	1671	374	1198	1553	1219	1188	1821	1180	2022	569	1050	1177	1252
 AURMO_01029:imidazoleglycerol-phosphate dehydratase 	1172	1028	1139	1564	682	953	773	1228	2285	1645	985	1570	392	1239	1338	1045	1042	1535	1182	1557	589	1093	923	1056
 AURMO_01030:histidinol phosphate aminotransferase 	737	674	740	1047	471	579	490	796	1580	1115	670	912	290	827	1150	700	738	1048	824	1108	427	845	744	726
 AURMO_01031:hypothetical protein	4456	4238	5001	4498	3152	2933	2316	3217	7276	6668	2057	5387	1835	6170	3806	5700	8201	8352	3621	9400	4040	3515	6730	10512
 AURMO_01032:SOS-response transcriptional repressor LexA 	3203	3408	3937	4118	2879	2641	2020	3021	5437	5389	2140	4966	1794	4440	3670	4282	5356	5520	3285	6304	3180	3469	4353	6909
" AURMO_01033:5,10-methylenetetrahydrofolate reductase"	1354	1311	1451	2048	989	1012	977	1413	3053	1840	2299	1813	521	1522	2554	1286	1635	2117	1893	2081	850	1710	1443	1794
 AURMO_01034:ATP-dependent Clp protease ATP-binding subunit ClpX 	7689	7295	7275	10563	5233	5564	4962	7225	15147	10734	7891	8726	2637	8063	10519	7184	8403	8968	9795	9448	3619	6165	5946	7436
 AURMO_01035:hypothetical protein	597	592	595	784	368	382	436	607	1090	777	832	664	166	716	862	595	735	820	797	819	317	539	650	609
 AURMO_01036:ATP-dependent Clp protease protease subunit	7777	7078	7224	9655	5152	5531	4865	7312	12598	10206	4126	7243	2351	5143	6680	4671	5117	9783	5908	10665	3570	6704	6152	6531
 AURMO_01037:ATP-dependent Clp protease protease subunit	10220	9482	9966	12635	7172	7359	5736	8331	16535	14045	5189	9435	3298	6702	8789	6045	6604	14429	7565	15106	5143	8471	8090	8884
 AURMO_01038:hypothetical protein	7317	6749	6076	8868	4308	5192	4056	4697	10596	9947	5110	5506	2109	5415	4528	4964	6166	10591	4095	8174	5314	4890	6137	5876
 AURMO_01039:L-lysine exporter family protein LysE/ArgO	1070	934	1157	1586	691	688	657	835	1993	1657	959	1182	352	1261	1701	1019	1326	1736	1314	1690	718	1133	1062	1347
 AURMO_01040:alkylmercury lyase-like protein	5483	5286	4943	6289	3489	4241	3537	5720	9407	8643	7214	6883	2344	8098	8030	7540	8520	8812	7661	10142	3910	5554	7521	8174
 AURMO_01041:IS30 family transposase	1008	891	951	1180	575	702	669	830	1593	1606	939	1277	364	1365	1357	1164	1667	1758	1140	1730	820	1135	1240	1769
 AURMO_01042:hypothetical protein	238	258	234	264	155	143	135	227	379	311	227	239	77	248	433	268	252	298	272	325	114	276	239	255
 AURMO_01043:hypothetical protein	45	46	27	56	29	25	30	46	66	68	51	52	13	61	185	52	70	67	60	92	30	145	83	78
 AURMO_01044:LuxR family two component transcriptional regulator 	408	395	384	497	259	309	244	334	722	544	412	491	152	471	643	403	434	551	496	550	239	437	387	424
 AURMO_01045:signal transduction histidine kinase	255	212	240	276	144	180	163	225	418	317	226	289	82	261	548	235	285	360	278	330	120	407	254	273
 AURMO_01046:gamma-glutamylcyclotransferase (GGCT)/AIG2-like uncharacterized protein YtfP	184	167	212	247	108	185	133	204	487	304	115	237	86	230	255	224	190	277	185	327	91	188	211	176
 AURMO_01047:trigger factor	10697	10539	11355	14585	7333	9051	6382	12441	23381	16293	6988	13157	3846	9255	11464	9633	7635	13700	9956	16249	4881	8649	8817	8127
 AURMO_01050:SOS response UmuD protein 	181	212	247	228	161	179	145	176	382	349	112	326	109	305	282	300	424	393	182	438	193	228	364	456
 AURMO_01051:DNA polymerase V	367	356	414	485	277	271	185	343	754	592	165	533	146	513	667	480	649	726	325	778	302	670	569	777
 AURMO_01052:hypothetical protein	109	135	147	189	100	104	90	157	307	254	140	202	85	222	201	168	252	266	168	305	97	178	195	246
 AURMO_01053:raffinose/stachyose/melibiose transport system permease protein	141	132	109	161	83	105	76	134	258	210	230	163	48	160	336	120	186	246	148	212	92	297	132	184
 AURMO_01054:carbohydrate ABC transporter membrane protein 1 (CUT1 family) 	510	439	529	654	342	398	374	458	920	774	516	574	211	515	759	508	601	627	542	783	281	568	475	550
 AURMO_01055:hypothetical protein	6520	5678	7055	9007	4675	4849	3911	6554	13232	9189	6937	8126	2305	7277	9005	6970	10104	9705	7958	10848	4138	6153	7305	8836
 AURMO_01056:endonuclease-8/formamidopyrimidine-DNA glycosylase	878	854	1065	1175	716	724	544	921	2029	1364	855	1140	354	1012	1330	1010	1235	1324	905	1508	466	1014	923	1009
 AURMO_01057:ribose 5-phosphate isomerase B	2316	2062	2287	3202	1641	1717	1399	2171	4903	3554	2227	2808	803	2442	2929	2366	2954	3351	2443	3454	1273	2090	2115	2819
 AURMO_01058:aminopeptidase N	3104	2957	3387	4275	2450	2713	2033	3526	6877	5374	4186	4545	1475	3949	5220	3936	4556	5182	3933	5654	2137	3843	3629	4464
 AURMO_01059:small conductance mechanosensitive channel	1067	912	1161	1583	789	828	683	1177	2450	1829	1315	1582	418	1229	1700	1332	1536	1868	1272	2080	644	1095	1215	1595
 AURMO_01060:hemoglobin	362	303	389	431	242	311	245	387	788	585	408	471	166	393	575	414	470	538	435	597	186	361	384	474
 AURMO_01061:hypothetical protein	256	286	274	386	172	238	184	280	566	499	304	400	83	335	567	361	388	525	281	523	171	388	316	344
 AURMO_01062:acyl-CoA thioesterase-2	780	695	846	1023	590	615	584	875	1471	1215	890	1132	331	1047	1291	925	1144	1223	1018	1162	591	1030	844	1300
 AURMO_01063:nitrite reductase/ring-hydroxylating ferredoxin subunit	4665	4136	4473	6130	3088	3560	3097	5083	9407	7356	5253	6108	1603	5583	5739	5298	7510	7292	5338	7832	2801	3966	5254	6203
 AURMO_01064:acyl-CoA thioester hydrolase	977	777	900	1133	626	700	653	1048	1935	1490	1072	1221	365	1106	1340	1002	1221	1380	1100	1384	544	932	891	1183
 AURMO_01065:ATP-binding cassette ChvD family protein	6674	6444	7401	9713	5063	5271	4525	7041	15098	10990	7015	9092	2820	7394	9685	7150	7889	9464	7929	10526	3717	6814	6193	7565
 AURMO_01066:hypothetical protein	710	670	651	904	448	499	540	626	1324	971	488	776	222	760	824	536	520	906	740	847	404	636	555	546
 AURMO_01067:single-strand DNA-binding protein	159	178	224	256	120	128	124	164	344	235	117	195	59	134	314	120	143	163	186	216	75	279	115	131
 AURMO_01068:peptide-methionine (S)-S-oxide reductase	3400	2894	3203	4507	2200	2585	2344	3484	6458	4910	3751	4254	1332	4159	4624	3632	4641	5146	4215	5829	2177	3047	3496	4814
 AURMO_01069:secretory lipase	2536	2448	2447	3319	1967	1844	1754	2262	4715	4204	3616	3426	1161	3299	3892	3227	4020	4194	3425	4754	1801	2980	3099	4414
 AURMO_01070:threonine/homoserine efflux transporter RhtA	1226	1062	1222	1535	723	793	728	1038	2149	1614	1044	1245	366	1191	1619	1079	1313	1580	1311	1598	615	1189	1100	1299
 AURMO_01071:hypothetical protein	203	206	214	257	129	154	134	185	369	303	209	213	91	221	398	183	202	320	224	333	117	255	218	192
 AURMO_01073:succinate-semialdehyde dehydrogenase/glutarate-semialdehyde dehydrogenase	13884	10943	10264	15515	7954	7803	7367	12278	16722	18389	9804	13245	4417	13885	11787	12014	22955	19991	11017	19453	8611	10082	13997	27637
 AURMO_01074:putative transposase	154	151	166	214	134	131	109	181	326	265	193	213	75	216	424	211	317	278	254	277	131	261	255	253
 AURMO_01075:helix-turn-helix protein	73	52	74	88	38	35	39	63	120	101	81	109	36	102	227	93	131	128	78	115	48	164	110	127
 AURMO_01076:oligoribonuclease	1778	1474	1667	2300	1057	1357	1187	1462	2862	2219	1685	1869	593	1876	2150	1633	1422	2240	1959	2045	945	1533	1459	1480
 AURMO_01078:hypothetical protein	676	566	641	773	330	465	426	560	1087	883	753	895	234	702	823	655	794	964	688	867	321	635	730	809
 AURMO_01079:hypothetical protein	1593	1744	1610	2518	1029	1471	1279	1847	3662	2699	1888	2512	565	2019	2287	2062	1729	2527	2009	2519	816	1544	1705	1725
 AURMO_01080:hypothetical protein	192	173	202	261	166	128	131	237	433	319	242	280	68	293	387	239	385	326	262	361	155	262	242	326
 AURMO_01081:energy-coupling factor transport system permease protein	45	45	40	63	38	39	41	59	85	64	41	62	18	44	195	60	53	65	35	87	23	202	47	62
 AURMO_01082:energy-coupling factor transport system ATP-binding protein	366	383	410	560	316	263	208	383	697	577	215	476	95	339	612	285	324	538	320	613	211	603	365	233
 AURMO_01083:energy-coupling factor transport system substrate-specific component	409	365	357	536	297	290	282	345	629	566	213	457	132	366	440	311	269	586	347	577	202	418	315	301
 AURMO_01084:DNA polymerase-4	1014	942	968	1482	714	798	663	1151	2333	1571	853	1331	335	1337	1413	1161	1276	1722	1143	1774	586	935	1124	1168
 AURMO_01085:hypothetical protein	894	698	880	1178	564	633	725	729	1677	1256	1027	1142	317	1088	1209	898	1176	1336	980	1357	458	724	811	1031
 AURMO_01086:aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B 	4221	4248	5198	6683	3592	3904	3182	4879	10044	7157	4295	6893	2008	4942	6193	4845	4642	6119	5003	6791	2540	4561	4243	4229
 AURMO_01087:aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A 	2057	1960	2252	3053	1495	1657	1374	2392	5089	3691	1824	3146	810	2202	2866	2117	2239	3159	2066	3353	1094	2087	1924	2145
 AURMO_01088:aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C 	313	312	327	406	219	218	173	306	680	446	296	393	129	272	379	283	240	427	354	363	136	329	227	223
 AURMO_01089:DNA polymerase-3 subunit epsilon	2635	2628	2239	3525	1821	2282	1735	2769	4524	3929	3763	3406	1189	3881	3582	4345	4434	4659	3611	4892	1967	2893	4324	4931
 AURMO_01090:DNA ligase (NAD+)	1683	1615	1427	2099	960	1259	1136	1788	3244	2285	2152	1788	501	1690	2519	1597	1880	2226	1997	1961	884	1742	1447	2034
 AURMO_01091:tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase 	1981	1644	1853	2705	1116	1186	1186	1664	3687	2646	1374	2214	583	1931	2295	1475	1626	2405	1869	2274	996	1708	1382	1639
 AURMO_01092:cysteine desulfurase	649	569	772	839	429	435	382	528	1299	833	622	641	184	582	1130	550	655	1031	788	884	333	888	590	648
 AURMO_01093:glycogen operon protein	1524	1501	1682	2062	1097	1271	1056	1510	3280	2076	1252	2020	502	1469	2322	1339	1329	1930	1669	1996	707	1623	1260	1139
 AURMO_01094:starch synthase (maltosyl-transferring)	3708	3227	3631	5110	2562	2802	2622	3364	7183	5982	4891	5074	1577	4693	5715	4477	5380	6201	4667	6690	2744	4111	4523	5815
" AURMO_01095:1,4-alpha-glucan branching enzyme"	2716	2537	2796	3787	2010	2221	1875	3064	5902	4747	4435	4199	1312	3597	4629	3923	4597	5125	3478	6047	1879	3234	3871	4428
 AURMO_01096:putative thioredoxin	1735	1522	1696	2387	1135	1327	1051	1692	3566	2613	1608	2041	654	1900	2184	1792	1889	2504	1754	2638	982	1582	1772	1847
 AURMO_01097:hypothetical protein	3120	2784	2916	4178	2015	2295	1898	2865	6228	4898	2961	3929	1149	3381	4009	3204	3083	4511	3215	4740	1902	2988	3071	3417
 AURMO_01098:DivIVA protein	338	293	340	437	215	290	245	340	729	472	339	461	120	382	620	374	455	573	390	560	222	473	397	413
 AURMO_01099:predicted PurR-regulated permease PerM	2127	2011	2039	2855	1478	1654	1407	2185	4139	3404	2846	3184	861	2801	3229	2412	3087	3532	2637	3620	1385	2075	2435	3017
 AURMO_01100:hypothetical protein	817	722	868	1223	504	534	475	693	1670	1260	618	1021	256	823	1159	742	798	1190	859	1200	406	873	707	796
 AURMO_01101:hypothetical protein	921	816	872	1140	499	571	563	730	1532	1073	524	796	255	835	965	721	546	1196	920	1237	430	682	766	558
 AURMO_01102:hypothetical protein	3843	3242	3649	5010	2072	2402	2315	2535	6386	5101	3130	3721	1212	3853	4471	3362	4008	5503	4023	5279	2323	3093	3774	4069
 AURMO_01103:DivIVA domain-containing protein	1080	924	974	1406	643	754	703	828	1977	1556	1124	1300	370	1060	1318	942	972	1515	1096	1412	579	974	883	1000
 AURMO_01104:phosphatidate cytidylyltransferase	1078	1058	1183	1516	655	869	759	1013	2465	1804	1071	1388	347	1419	1556	1337	1747	1906	1118	2070	707	1031	1440	1556
 AURMO_01105:ribosome recycling factor	1786	1821	2011	2487	1326	1420	1106	1941	3846	2957	1998	2590	702	2026	2458	1997	2396	2678	2038	2970	1040	1783	1849	2270
 AURMO_01106:uridylate kinase 	2476	2227	2323	3390	1670	1727	1667	2095	4968	3839	2639	3234	846	2652	3223	2532	2973	3858	2739	3783	1461	2232	2362	2945
 AURMO_01107:translation elongation factor Ts (EF-Ts) 	32669	32038	39061	43364	20553	25150	18508	29520	67154	45244	15386	34729	10899	26137	33497	26092	21066	34771	31232	42329	13558	27026	23335	19053
 AURMO_01108:small subunit ribosomal protein S2	34882	32726	45049	47557	24736	26737	19574	32302	70806	49794	19640	38861	12630	26682	41519	26294	20338	39643	37306	45915	14948	33728	23507	22168
 AURMO_01109:hypothetical protein	2	1	0	1	0	1	0	1	3	3	2	1	1	2	68	0	3	1	3	1	0	60	1	1
 AURMO_01110:MFS transporter	1412	1323	1475	1897	986	1030	934	1343	2528	2060	1321	1673	461	1583	2112	1444	1718	2169	1641	2274	890	1627	1466	1830
 AURMO_01111:peptidase M23-like protein	17	18	22	36	17	9	13	11	35	28	12	24	8	11	167	16	21	30	26	27	11	178	17	24
 AURMO_01112:hypothetical protein	589	484	583	870	404	397	344	674	1275	838	563	746	187	644	922	617	785	864	822	957	341	616	545	699
 AURMO_01113:dihydrodipicolinate reductase 	2265	1994	2326	3057	1565	1754	1541	2065	4880	3259	1814	2635	875	2558	2841	2133	2368	3324	2456	3609	1348	2029	2200	2338
 AURMO_01114:probable phosphoglycerate mutase	2369	2172	2225	3096	1527	1590	1381	1880	4276	3348	1588	2461	787	2187	2745	2165	1763	3015	2382	3254	1166	1966	1913	1766
 AURMO_01115:predicted Zn-dependent peptidase	1717	1645	1776	2541	1234	1229	1052	1557	3398	2398	1154	1911	577	1598	2251	1704	1518	2647	1706	2860	883	1584	1671	1587
 AURMO_01116:aryl-alcohol dehydrogenase-like predicted oxidoreductase	202	183	183	258	109	136	159	152	355	306	225	232	60	273	377	176	247	342	165	296	132	378	248	287
 AURMO_01117:polyribonucleotide nucleotidyltransferase	56609	47466	57166	68561	33775	36755	27849	42505	79264	59959	29373	39793	13669	33690	57603	32570	25464	56732	54313	67104	22045	45891	34611	31571
 AURMO_01118:small subunit ribosomal protein S15	9005	8189	8408	11719	5149	6026	4686	8255	15981	11320	5659	8551	2399	6537	8371	5836	4567	10215	7960	9756	3631	6606	5618	4949
 AURMO_01119:uncharacterized membrane protein YhaH (DUF805 family)	2465	2273	2561	3322	1885	2181	2053	2995	5460	4672	3834	4021	1285	4806	3872	4425	5728	5089	3655	5217	2272	2522	3883	5189
 AURMO_01120:uncharacterized membrane protein YhaH (DUF805 family)	460	525	491	634	383	449	394	518	1076	755	681	770	287	756	758	783	858	830	681	921	333	555	640	810
 AURMO_01121:uncharacterized membrane protein YhaH (DUF805 family)	532	617	493	810	373	456	401	568	1205	901	673	855	217	686	767	682	611	810	657	878	309	492	559	537
 AURMO_01122:hypothetical protein	131	111	137	188	97	90	76	136	266	222	98	171	40	128	185	124	150	194	118	215	74	154	134	137
 AURMO_01123:phospholipase/carboxylesterase	501	425	522	648	324	396	379	538	979	772	663	617	226	599	855	546	697	809	586	758	330	606	543	700
